Name,Transliteration,Meaning,Language
આશા,Asha,Hope,Gujarati
અવિનાશ,Avinash,Eternal,Gujarati
અંજલિ,Anjali,Offering,Gujarati
આદિત્ય,Aditya,Sun,Gujarati
દિવ્યા,Divya,"Divine, heavenly",Gujarati
અરવિંદ,Arvind,Lotus,Gujarati
ભાસ્કર,Bhaskar,"Sun, light",Gujarati
વિજય,Vijay,Victory,Gujarati
કનુક,Kanuk,"Small, young",Gujarati
મિહિર,Mihir,Sun,Gujarati
રવિ,Ravi,Sun,Gujarati
સંજય,Sanjay,Victorious,Gujarati
આરતી,Aarti,Ritual worship,Gujarati
સોનલ,Sonal,Gold,Gujarati
હર્ષ,Harsh,Joyful,Gujarati
સુમિત,Sumit,"Well-measured, humble",Gujarati
વિભા,Vibha,"Light, radiance",Gujarati
નિલેશ,Nilesh,Lord of the blue mountain,Gujarati
યશ,Yash,Fame,Gujarati
કિરણ,Kiran,Ray of light,Gujarati
સંહિતા,Samhita,Collection,Gujarati
હરિ,Hari,Lord Vishnu,Gujarati
સુશિલ,Sushil,"Well-behaved, good natured",Gujarati
શ્રેષ્ઠ,Shreshth,Best,Gujarati
શિલ્પા,Shilpa,"Sculpture, art",Gujarati
ચિંતન,Chintan,"Meditation, reflection",Gujarati
મયૂર,Mayur,Peacock,Gujarati
નંદિની,Nandini,"Daughter, delightful",Gujarati
શ્રદ્ધા,Shraddha,Faith,Gujarati
સવિત,Savit,"Sun, radiant",Gujarati
સ્વાતિ,Swati,A star,Gujarati
આર્ય,Arya,Noble,Gujarati
મકરસર,Makarsar,Zodiac sign,Gujarati
વૈષ્ણવી,Vaishnavi,Devotee of Vishnu,Gujarati
દિનેશ,Dinesh,Lord of the day,Gujarati
અશોક,Ashok,Without sorrow,Gujarati
કવિતા,Kavita,Poem,Gujarati
વિકિ,Viki,Victory,Gujarati
પ્રણય,Pranay,Love,Gujarati
ચિત્ર,Chitra,"Picture, art",Gujarati
રોશન,Roshan,"Bright, shining",Gujarati
નિલમ,Nilam,Sapphire,Gujarati
પ્રજ્ઞા,Prajna,Wisdom,Gujarati
અલ્પા,Alpa,"Small, little",Gujarati
રિતેશ,Ritesh,Lord of the seasons,Gujarati
હરેશ,Hresh,Lord Shiva,Gujarati
વિદ્યા,Vidya,Knowledge,Gujarati
કુંવર,Kumar,Prince,Gujarati
જય,Jay,Victory,Gujarati
સુશ્રી,Sushree,"Beautiful, auspicious",Gujarati
વિમલ,Vimal,Pure,Gujarati
સ્નેહ,Sneha,Affection,Gujarati
કૃષ્ણ,Krishna,Lord Krishna,Gujarati
રાધા,Radha,"Prosperity, success",Gujarati
ચિંતન,Chintan,Contemplation,Gujarati
વિલાસ,Vilas,Luxury,Gujarati
દીપક,Deepak,Lamp,Gujarati
નવનિત,Navneet,"New, fresh",Gujarati
મયુરી,Mayuri,Peacock,Gujarati
શિલ્પ,Shilp,Sculpture,Gujarati
અનિલ,Anil,"Air, wind",Gujarati
આશા,Asha,Hope,Gujarati
અમર,Amar,Immortal,Gujarati
વિનોદ,Vinod,"Joy, pleasure",Gujarati
ચંદ્ર,Chandra,Moon,Gujarati
દિપ્તિ,Dipti,Brightness,Gujarati
શ્રેયા,Shreya,Prosperity,Gujarati
મહેશ,Mahesh,Lord Shiva,Gujarati
અનુકૂળ,Anukul,Favorable,Gujarati
સત્ય,Satya,Truth,Gujarati
રસિકા,Rasika,Connoisseur,Gujarati
નર્મદા,Narmada,Sacred river,Gujarati
યશોદા,Yashoda,Mother of Krishna,Gujarati
શૈલેષ,Shailesh,Lord of the mountains,Gujarati
રાજેશ,Rajesh,"King, ruler",Gujarati
નિતિ,Niti,"Ethics, morality",Gujarati
મિતુ,Mitu,Sweet,Gujarati
જયંતી,Jayanti,Victorious,Gujarati
નિમિતા,Nimita,"Sign, indication",Gujarati
પીઠલ,Pithal,"Soft, gentle",Gujarati
મુક્તિ,Mukti,Liberation,Gujarati
રમેશ,Ramesh,Lord Vishnu,Gujarati
રુચિ,Ruchi,"Taste, interest",Gujarati
સંદીપ,Sandeep,"Light, lamp",Gujarati
શંકર,Shankar,Lord Shiva,Gujarati
શીતલ,Sheetal,Cool,Gujarati
મિથિલા,Mithila,Ancient name of a place,Gujarati
મોહન,Mohan,Charming,Gujarati
મુક્તા,Mukta,"Pearl, liberated",Gujarati
વિધિ,Vidhi,"Fate, law",Gujarati
મયંક,Mayank,Moon,Gujarati
પ્રભા,Prabha,"Light, radiance",Gujarati
રમેશ,Ramesh,Lord Vishnu,Gujarati
શિલ્પ,Shilp,Sculpture,Gujarati
વિપુલ,Vipul,"Vast, ample",Gujarati
ઋષિ,Rishi,Sage,Gujarati
શ્યામ,Shyam,"Dark, Lord Krishna",Gujarati
સોનલ,Sonal,Gold,Gujarati
જયેશ,Jayesh,"Victor, winner",Gujarati
ભવન,Bhavan,"Building, palace",Gujarati
સુશાન્ત,Sushant,Peaceful,Gujarati
ધર્મ,Dharm,Righteousness,Gujarati
રત્ન,Ratna,Gem,Gujarati
મયંક,Mayank,Moon,Gujarati
અંજલિ,Anjali,Offering,Gujarati
પરિપૂર્ણ,Paripurn,Complete,Gujarati
શક્તિ,Shakti,Power,Gujarati
આલોક,Alok,"Light, brightness",Gujarati
દર્શન,Darshan,"Sight, vision",Gujarati
મૈકલ,Maikal,Mountain,Gujarati
દયાલ,Dayal,Compassionate,Gujarati
મુક્તિ,Mukti,Liberation,Gujarati
ચિરાગ,Chirag,Lamp,Gujarati
કિરણ,Kiran,Ray of light,Gujarati
નલિન,Nalin,Lotus,Gujarati
વિજય,Vijay,Victory,Gujarati
કેશવ,Keshav,Lord Krishna,Gujarati
પ્રેમ,Prem,Love,Gujarati
યશ,Yash,Fame,Gujarati
સંગીત,Sangeet,Music,Gujarati
માનસી,Mansi,"Heart, mind",Gujarati
વિસ્મય,Vismay,Surprise,Gujarati
એશા,Esha,Desire,Gujarati
અભિષેક,Abhishek,Ritual bath,Gujarati
વિપુલ,Vipul,"Vast, ample",Gujarati
વિલાસ,Vilas,Luxury,Gujarati
Αδάμ,Adam,"Man, earth",Greek
Αλεξάνδρα,Alexandra,Defender of mankind,Greek
Άγγελος,Angelus,Messenger,Greek
Ανδρέας,Andreas,"Manly, brave",Greek
Άννα,Anna,Graceful,Greek
Αριστείδης,Aristeides,Best kind of judge,Greek
Άρης,Ares,God of war,Greek
Ασπασία,Aspasia,Welcome,Greek
Βασίλειος,Vasileios,"Royal, kingly",Greek
Βενέδικτος,Benedictos,Blessed,Greek
Δημήτρης,Dimitris,Follower of Demeter,Greek
Ελένη,Eleni,"Torch, light",Greek
Ερμής,Hermes,Messenger of the gods,Greek
Ευάγγελος,Evangelos,"Good news, messenger",Greek
Ευτυχία,Eftychia,Happiness,Greek
Ιωάννης,Ioannis,God is gracious,Greek
Ισαβέλλα,Isabella,Devoted to God,Greek
Κωνσταντίνος,Konstantinos,"Steadfast, constant",Greek
Κλέοπατρα,Cleopatra,Glory of the father,Greek
Λεωνίδας,Leonidas,Son of the lion,Greek
Μαρία,Maria,Beloved,Greek
Μάξιμος,Maximos,Greatest,Greek
Νίκος,Nikos,Victory of the people,Greek
Οδυσσέας,Odysseas,Long journey,Greek
Παύλος,Pavlos,"Small, humble",Greek
Ρέα,Rhea,"Flowing, ease",Greek
Σάββας,Sabbas,"Old man, elder",Greek
Σοφία,Sophia,Wisdom,Greek
Σπύρος,Spiros,Spirit,Greek
Ταξιάρχης,Taxiarchis,"Archangel, chief",Greek
Τιτίκα,Titika,"Small, little",Greek
Υβόννη,Yvone,Yew tree,Greek
Φίλιππος,Filippos,Friend of horses,Greek
Χριστόφορος,Christoforos,Christ-bearer,Greek
Χρυσάνθη,Chrysanthi,Golden flower,Greek
Ώρες,Ores,"Hours, seasons",Greek
Άλκης,Alkis,Strength,Greek
Αλέξανδρος,Alexandros,Defender of mankind,Greek
Άγγελος,Angel,Angel,Greek
Άνθιμος,Anthimos,"Flower, blossom",Greek
Άρτεμις,Artemis,Goddess of the hunt,Greek
Βασιλική,Vasiliki,"Royalty, queen",Greek
Βιργινία,Virginia,"Virgin, pure",Greek
Δημήτριος,Dimitrios,Follower of Demeter,Greek
Ειρήνη,Eirini,Peace,Greek
Ελένη,Elena,Shining light,Greek
Ευανθία,Evanthia,"Blossom, flower",Greek
Ευτυχία,Eftihia,Happiness,Greek
Ζωή,Zoi,Life,Greek
Ηλέκτρα,Electra,"Shining, bright",Greek
Ιφιγένεια,Ifigeneia,Born to strength,Greek
Καλλιόπη,Kalliope,Beautiful voice,Greek
Κλεοπάτρα,Cleopatra,Glory of the father,Greek
Κωνσταντία,Konstandia,"Constant, steadfast",Greek
Λουκάς,Lukas,Light,Greek
Μαρία,Maria,Beloved,Greek
Μιχαήλ,Michail,Who is like God?,Greek
Νεκτάριος,Nectarios,"Nectar, sweet juice",Greek
Νικόλαος,Nikolaos,Victory of the people,Greek
Παναγιώτης,Panagiotis,"All-holy, sacred",Greek
Περικλής,Perikles,Surrounded by glory,Greek
Ραφαήλ,Rafahel,God has healed,Greek
Σάββας,Sabbas,"Elder, old man",Greek
Στέφανος,Stephanos,"Crown, garland",Greek
Σωκράτης,Socrates,"Whole, safe",Greek
Τζένη,Jenny,"White wave, fair",Greek
Υάκινθος,Hyacinthos,"Flower, symbol of beauty",Greek
Φαίη,Fay,"Fairy, light",Greek
Φανή,Fani,"Appear, shine",Greek
Χαρίκλεια,Charikleia,"Graceful, beautiful",Greek
Χρήστος,Christos,"Anointed, Christ",Greek
Ώρα,Ora,Hour,Greek
Άγγελος,Angel,Angel,Greek
Άννα,Anna,Graceful,Greek
Άρης,Ares,God of war,Greek
Αφροδίτη,Aphrodite,Goddess of love,Greek
Βάσω,Vaso,Rose,Greek
Δημήτρης,Dimitris,Follower of Demeter,Greek
Ελισάβετ,Elisavet,God is my oath,Greek
Εύα,Eva,Life,Greek
Ιωάννα,Ioanna,God is gracious,Greek
Ιφιγένεια,Ifigeneia,"Strength, power",Greek
Κωνσταντίνος,Konstantinos,"Steadfast, constant",Greek
Λευτέρης,Lefteris,"Free, liberated",Greek
Μάγδα,Magda,Pearl,Greek
Μιχάλης,Michalis,Who is like God?,Greek
Νεφέλη,Nefeli,Cloud,Greek
Νίκη,Niki,Victory,Greek
Ολυμπία,Olympia,From Olympus,Greek
Παναγιώτα,Panagiota,"All-holy, sacred",Greek
Σαββας,Sabbas,"Elder, old man",Greek
Σωτήρης,Sotiris,Savior,Greek
Τζιμ,Jim,Supplanter,Greek
Φιλόπτωχος,Philoptochos,Friendly to the poor,Greek
Χρήστος,Christos,"Anointed, Christ",Greek
Χρυσάνθη,Chrysanthi,Golden flower,Greek
Ώρα,Ora,Hour,Greek
Άλκης,Alkis,Strength,Greek
Αλέξανδρος,Alexandros,Defender of mankind,Greek
Άγγελος,Angel,Angel,Greek
Άνθιμος,Anthimos,"Flower, blossom",Greek
Άρτεμις,Artemis,Goddess of the hunt,Greek
Βασιλική,Vasiliki,"Royalty, queen",Greek
Βιργινία,Virginia,"Virgin, pure",Greek
Δημήτριος,Dimitrios,Follower of Demeter,Greek
Ειρήνη,Eirini,Peace,Greek
Ελένη,Elena,Shining light,Greek
Ευανθία,Evanthia,"Blossom, flower",Greek
Ευτυχία,Eftihia,Happiness,Greek
Ζωή,Zoi,Life,Greek
Ηλέκτρα,Electra,"Shining, bright",Greek
Ιφιγένεια,Ifigeneia,Born to strength,Greek
Καλλιόπη,Kalliope,Beautiful voice,Greek
Κλεοπάτρα,Cleopatra,Glory of the father,Greek
Κωνσταντία,Konstandia,"Constant, steadfast",Greek
Λουκάς,Lukas,Light,Greek
Μαρία,Maria,Beloved,Greek
Μιχαήλ,Michail,Who is like God?,Greek
Νεκτάριος,Nectarios,"Nectar, sweet juice",Greek
Νικόλαος,Nikolaos,Victory of the people,Greek
Παναγιώτης,Panagiotis,"All-holy, sacred",Greek
Περικλής,Perikles,Surrounded by glory,Greek
Ραφαήλ,Rafahel,God has healed,Greek
Σάββας,Sabbas,"Elder, old man",Greek
Στέφανος,Stephanos,"Crown, garland",Greek
אהרון,Aharon,"High mountain, exalted",Hebrew
אברהם,Avraham,Father of many nations,Hebrew
אגם,Agam,Lake,Hebrew
אור,Or,Light,Hebrew
אביב,Aviv,Spring,Hebrew
אדל,Adel,Noble,Hebrew
אדיר,Adir,"Mighty, glorious",Hebrew
אלדד,Eldad,Beloved of God,Hebrew
אילה,Ayla,"Doe, gazelle",Hebrew
אליהו,Eliyahu,My God is Yahweh,Hebrew
אליה,Eliya,My God is Yahweh,Hebrew
עידן,Idan,"Era, period",Hebrew
יוסף,Yosef,God will add,Hebrew
מיה,Mia,"Mine, bitter",Hebrew
מיכאל,Mikhael,Who is like God?,Hebrew
נועה,Noa,"Movement, rest",Hebrew
נמרוד,Nimrod,Rebel,Hebrew
נעמה,Naama,"Pleasant, sweet",Hebrew
נטע,Neta,"Plant, shoot",Hebrew
נתן,Natan,Gift,Hebrew
רבקה,Rivka,"To tie, bind",Hebrew
רחל,Rachel,Ewe,Hebrew
רענן,Raanan,"Fresh, green",Hebrew
רפאל,Raphael,God has healed,Hebrew
שלמה,Shlomo,Peaceful,Hebrew
שמעון,Shimon,Heard,Hebrew
שרה,Sarah,"Princess, noblewoman",Hebrew
תמר,Tamar,Date palm,Hebrew
אורי,Uri,My light,Hebrew
אילן,Ilan,Tree,Hebrew
אורי,Uri,My light,Hebrew
אורלי,Orli,Light is mine,Hebrew
יעל,Yael,Mountain goat,Hebrew
יעקב,Yaakov,Supplanter,Hebrew
מיה,Mia,"Mine, bitter",Hebrew
דניאל,Daniel,God is my judge,Hebrew
גבריאל,Gabriel,God is my strength,Hebrew
יאיר,Yair,He will shine,Hebrew
שירה,Shira,Song,Hebrew
יונית,Yonit,Dove,Hebrew
ליאון,Lian,I am with you,Hebrew
מאיה,Maya,Water,Hebrew
תמר,Tamar,Date palm,Hebrew
אדל,Adel,Noble,Hebrew
תאיר,Tair,Illuminated,Hebrew
אסף,Asaf,"Gather, harvest",Hebrew
נורית,Nurit,Flower,Hebrew
יוסי,Yossi,God will add,Hebrew
אילה,Ayla,"Doe, gazelle",Hebrew
גיל,Gil,"Joy, happiness",Hebrew
אריאל,Ariel,Lion of God,Hebrew
נתנאל,Netanel,Given by God,Hebrew
יאיר,Yair,He will shine,Hebrew
יוחאי,Yochai,My life,Hebrew
ליאן,Lian,I am with you,Hebrew
מיה,Mia,"Mine, bitter",Hebrew
אילה,Ayla,"Doe, gazelle",Hebrew
איתן,Eitan,"Strong, firm",Hebrew
בועז,Boaz,Swiftness,Hebrew
ברק,Barak,Lightning,Hebrew
חיה,Chaya,Life,Hebrew
יותם,Yotam,He will increase,Hebrew
גל,Gal,Wave,Hebrew
זהר,Zohar,Radiance,Hebrew
ירון,Yaron,"Singing, joyful",Hebrew
עלה,Alah,Ascend,Hebrew
צבי,Tzvi,Deer,Hebrew
יהל,Yahal,Jewel,Hebrew
מיה,Mia,"Mine, bitter",Hebrew
שלמה,Shlomo,Peaceful,Hebrew
עדי,Adi,Jewel,Hebrew
אורי,Uri,My light,Hebrew
אילה,Ayla,"Doe, gazelle",Hebrew
יואב,Yoav,Father of strength,Hebrew
נמרוד,Nimrod,Rebel,Hebrew
אנה,Anna,Graceful,Hebrew
דני,Dani,God is my judge,Hebrew
אמיתי,Amitai,Truthful,Hebrew
שחר,Shachar,Dawn,Hebrew
רחלי,Racheli,Ewe,Hebrew
אבן,Even,Stone,Hebrew
ארז,Erez,Cedar tree,Hebrew
רות,Ruth,"Friend, companion",Hebrew
צור,Tzur,Rock,Hebrew
יעל,Yael,Mountain goat,Hebrew
יוסי,Yossi,God will add,Hebrew
מיה,Mia,"Mine, bitter",Hebrew
יובל,Yuval,Stream,Hebrew
יוסי,Yossi,God will add,Hebrew
יניב,Yaniv,He will yield,Hebrew
מיה,Mia,"Mine, bitter",Hebrew
חנה,Hannah,"Grace, favor",Hebrew
ניר,Nir,Plowed field,Hebrew
שירה,Shira,Song,Hebrew
יונתן,Yonatan,Gift of God,Hebrew
הילה,Hila,"Halo, radiance",Hebrew
ירדן,Yarden,Jordan River,Hebrew
אביב,Aviv,Spring,Hebrew
מיה,Mia,"Mine, bitter",Hebrew
אורי,Uri,My light,Hebrew
שקד,Shaked,Almond tree,Hebrew
ליאן,Lian,I am with you,Hebrew
נועה,Noa,"Movement, rest",Hebrew
דניאל,Daniel,God is my judge,Hebrew
מיה,Mia,"Mine, bitter",Hebrew
טל,Tal,Dew,Hebrew
נמרוד,Nimrod,Rebel,Hebrew
סיון,Sivan,Month of June,Hebrew
יונתן,Yonatan,Gift of God,Hebrew
חיה,Chaya,Life,Hebrew
יעקב,Yaakov,Supplanter,Hebrew
שמואל,Shmuel,Heard by God,Hebrew
ניר,Nir,Plowed field,Hebrew
יוליה,Yulia,Youthful,Hebrew
נטע,Neta,"Plant, shoot",Hebrew
שירה,Shira,Song,Hebrew
נורית,Nurit,Flower,Hebrew
רבקה,Rivka,"To tie, bind",Hebrew
שיר,Shir,Song,Hebrew
אילה,Ayla,"Doe, gazelle",Hebrew
רות,Ruth,"Friend, companion",Hebrew
אריאל,Ariel,Lion of God,Hebrew
יפה,Yafa,Beautiful,Hebrew
עלי,Ali,"Exalted, high",Hebrew
אמיר,Amir,Prince,Hebrew
יאיר,Yair,He will shine,Hebrew
נמרוד,Nimrod,Rebel,Hebrew
שמריהו,Shmarya,God has protected,Hebrew
בן,Ben,Son,Hebrew
גליה,Galia,Wave,Hebrew
שלמה,Shlomo,Peaceful,Hebrew
תמר,Tamar,Date palm,Hebrew
דורון,Doron,Gift,Hebrew
רותם,Rotem,Flower,Hebrew
תמר,Tamar,Date palm,Hebrew
אפרים,Ephraim,Fruitful,Hebrew
עידן,Idan,"Era, period",Hebrew
אביגיל,Avigail,Father’s joy,Hebrew
נועה,Noa,"Movement, rest",Hebrew
נדב,Nadav,Generous,Hebrew
आदित्य,Aditya,Sun,Hindi
आरव,Aarav,"Radiating light, peaceful",Hindi
अनन्या,Ananya,"Unique, unmatched",Hindi
अमर,Amar,Immortal,Hindi
आशीष,Aashish,Blessing,Hindi
अर्पण,Arpan,Offering,Hindi
अक्षय,Akshay,"Eternal, indestructible",Hindi
अवनी,Avni,Earth,Hindi
आरती,Aarti,"Worship, a Hindu ritual",Hindi
आंजलि,Anjali,Offering with folded hands,Hindi
भाग्य,Bhagya,"Fortune, destiny",Hindi
बृंदा,Brinda,Sacred basil,Hindi
चेतन,Chetan,"Conscious, living",Hindi
देव,Dev,God,Hindi
दीपिका,Deepika,"Light, lamp",Hindi
दिव्या,Divya,Divine,Hindi
गौरव,Gaurav,"Honor, pride",Hindi
हरि,Hari,"Lord Vishnu, green",Hindi
हर्ष,Harsh,"Joy, happiness",Hindi
इशिता,Ishita,"Desired, supreme",Hindi
ज्योति,Jyoti,Light,Hindi
कशिश,Kashish,Attraction,Hindi
कृतिका,Kritika,Star,Hindi
कृष्ण,Krishna,"Dark, Lord Krishna",Hindi
लावण्या,Lavanya,"Grace, beauty",Hindi
मयूर,Mayur,Peacock,Hindi
नंदिनी,Nandini,"Daughter, joy",Hindi
निकिता,Nikita,"Earth, successful",Hindi
ओम,Om,Sacred syllable,Hindi
प्रवीण,Praveen,"Expert, skilled",Hindi
पूनम,Poonam,Full moon,Hindi
प्रीति,Preeti,Love,Hindi
रिया,Riya,"Singer, graceful",Hindi
संजय,Sanjay,"Victorious, triumphant",Hindi
साक्षी,Sakshi,Witness,Hindi
सविता,Savita,Sunlight,Hindi
श्वेता,Shweta,White,Hindi
तनु,Tanu,"Slender, delicate",Hindi
तुषार,Tushar,Snow,Hindi
उमा,Uma,"Goddess Parvati, light",Hindi
वेद,Ved,Sacred knowledge,Hindi
यश,Yash,"Fame, glory",Hindi
युविका,Yuvika,Young woman,Hindi
अक्षिता,Akshita,"Imperishable, indestructible",Hindi
अमृत,Amrit,"Nectar, immortal",Hindi
आयुष,Ayush,Long life,Hindi
बबीता,Babita,Young girl,Hindi
चंचल,Chanchal,"Playful, restless",Hindi
दीप,Deep,"Lamp, light",Hindi
कृतिका,Kritika,Star,Hindi
माया,Maya,"Illusion, enchantment",Hindi
नंदन,Nandan,"Son, delightful",Hindi
नीरज,Neeraj,Lotus,Hindi
राघव,Raghav,Descendant of Raghu (Lord Ram),Hindi
साक्षी,Sakshi,Witness,Hindi
सुष्मिता,Sushmita,Beautiful,Hindi
तेजस्वि,Tejasvi,"Radiant, brilliant",Hindi
तृप्ति,Tripti,Satisfaction,Hindi
वाणी,Vani,"Speech, voice",Hindi
यशस्वी,Yashasvi,"Successful, glorious",Hindi
अर्चना,Archana,Worship,Hindi
चिराग,Chirag,Lamp,Hindi
दया,Daya,Compassion,Hindi
ध्रुव,Dhruv,"Immovable, steadfast",Hindi
दिपाली,Dipali,Series of lights,Hindi
गार्गी,Gargi,Wise woman,Hindi
होशियार,Hoshiar,"Intelligent, clever",Hindi
इंदू,Indu,Moon,Hindi
ज्योति,Jyoti,Light,Hindi
कशिश,Kashish,Attraction,Hindi
कुमुद,Kumud,Lotus flower,Hindi
ललिता,Lalita,"Playful, charming",Hindi
